# health care expenditures as percent of GDP
# source: http://data.worldbank.org/indicator/SH.XPD.TOTL.ZS
# downloaded 2013-10-02
Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.378701613,7.578854655,8.143898447,8.24838031,7.970537425,7.984530238,7.819590331,7.672628908,7.311902278,7.224195008,7.130655559,6.642336947,6.28006108,6.175166814,6.789603601,6.86628181,6.784042752,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.891552944,4.679389572,4.168819725,5.244789885,2.303556698,1.925692281,1.994112005,3.757683587,2.421212558,2.127201982,1.69763477,1.816281117,1.902560059,2.679074956,5.171832367,4.233088246,3.952617804,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.514733712,3.651621683,4.19848066,4.293282198,4.666855831,4.526074123,3.922325103,3.998727196,3.645200486,3.485316847,2.649558407,3.0501656,3.157097553,3.79158768,2.969897481,2.852146861,2.555170489,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.318140124,6.573907612,6.188305598,5.555359041,5.809544639,5.248923478,4.823708959,4.817281559,4.993485417,5.135638545,5.022662028,5.016854856,5.159694824,6.032046957,6.999407441,6.347109155,5.956385192,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.810909231,2.94095951,3.092199694,3.618413632,3.892090024,4.29951506,4.731557737,4.713237282,4.910366604,4.330630432,4.111322462,4.182994751,4.780793609,4.313519675,4.432625285,4.836586496,4.653681588,
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.060407091,3.216626373,3.476428119,3.14653739,3.097071499,3.825772417,3.240400295,3.437517532,3.303302218,3.581610144,3.607761195,3.842745506,3.740216233,3.609644597,4.315541814,4.197753779,3.822840274,
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.849799883,8.033081105,7.71481805,7.350067348,7.373307813,7.219114866,7.425080746,7.807948928,8.151074677,8.209416649,8.429434538,8.344662101,8.044538498,8.302846792,9.173553594,8.958236783,8.853132525,
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35591786,10.37528069,10.25025157,10.14604609,10.15364395,10.08483656,10.21133378,10.56032092,10.93444997,11.03617556,11.15315134,11.09356336,11.07244001,11.01202931,11.72655313,11.66863938,11.62846665,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98975204,2.949691534,2.524096523,3.51580586,2.990501567,2.495116679,2.858205054,3.200063715,3.340646188,2.997415812,2.597638649,2.794086748,2.875234897,2.628441817,3.690490346,3.520476592,3.223847339,
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.257987479,3.366761479,3.114540095,3.535916248,3.563666002,3.613520484,3.708562313,3.750925987,4.219048046,4.351971249,4.379240574,4.335143395,3.88537219,4.012363692,4.382117937,4.417723567,4.389273753,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.124903744,7.490968648,7.989808188,6.547708044,6.293958353,6.939337995,7.816123644,8.723311414,8.485225514,8.531076944,8.598826168,8.394222473,8.167317995,8.993194658,10.19421933,10.15764354,9.89143655,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11344333,10.42,10.26665272,10.29392254,10.36186381,10.39501832,10.50411532,10.7241816,10.91902212,10.66885276,10.8056105,10.63127188,10.46860202,10.68764654,11.72478417,11.50921401,11.06174459,
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.250460762,5.140281455,5.312787873,5.205240833,4.967664253,4.740368852,5.599342756,4.753149687,4.849238869,6.136397237,7.018566946,5.355028993,6.013307138,5.587830126,4.969971425,5.195103062,4.777827744,
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.667813821,8.632519399,8.515486142,8.446747463,8.696120959,7.879308194,8.803656136,9.098751141,8.931683438,8.681050341,9.661760676,9.736089642,9.827576378,10.91439154,11.15035249,10.78958071,10.83398219,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.906863271,6.952901101,7.254147458,7.345011954,7.783282666,6.628383412,7.685190521,6.676050893,6.235212574,5.79283759,6.073043035,6.404504343,6.063888556,5.907622851,6.201316804,5.845869693,6.152944727,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.672054292,3.614424062,3.76830681,4.138764009,4.923312275,5.594050282,6.446211605,6.238815853,6.373212307,6.406318837,6.450570912,7.345843408,7.200677261,6.944197059,7.058427765,6.853274406,6.731762011,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.541950768,5.605005501,5.555836931,5.641308281,5.623954728,5.653426308,6.180169088,6.337003318,4.944151744,5.320752796,5.377259756,5.562418939,6.08115361,6.121965046,6.404025711,6.199193914,5.955872582,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.431911197,6.950655119,6.719587779,7.061761467,5.75536052,4.935674369,5.038888378,5.8381099,5.775855823,5.309159725,5.518949916,5.795611253,5.966662933,5.873732202,6.672598231,6.989146522,6.280667338,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.066130568,4.945998014,5.145002641,5.270547805,4.680080421,5.847447164,5.824901462,5.795120543,5.559037476,5.364073903,5.447048594,4.221468393,3.994100302,6.708624698,6.432738024,5.629301685,5.862330173,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.604630607,6.446426275,6.20127766,5.992348842,5.65165911,6.058262439,5.631271879,5.466281529,5.317041348,5.611510045,4.407415122,5.699781421,5.418488339,5.473942111,6.459385591,6.862438707,7.946081107,
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.338177184,4.962379838,4.884253029,5.632554635,6.213551157,6.626166205,6.876859228,7.282825505,8.294342041,7.888879146,7.688273005,7.632447794,7.894259002,8.401380473,9.097419358,8.707261738,8.624234335,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.325637689,7.078707439,6.829347649,7.175993473,7.322723211,7.17690906,7.241216804,7.592204523,8.569119581,8.219204073,8.445596769,8.258346208,7.673832777,7.462425564,7.736671247,7.790079727,7.747071978,
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.431920862,8.315227692,9.636097294,9.13105906,10.1616607,9.73302006,9.551549534,10.4024975,10.57048485,10.01402423,9.442677742,9.129161707,9.091273997,9.134238261,9.637275501,9.278437738,9.06529707,
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.011837816,3.889982361,4.240990287,4.289603738,4.041564368,4.274039324,4.504452753,4.403626318,4.29430622,4.504978914,4.249458963,4.026573647,3.882364265,3.929442708,3.946486114,3.747339936,3.866924773,
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.953868261,1.997857597,1.932485773,2.07940008,2.280305216,1.956875632,2.233066845,2.236297024,2.533724242,2.36774836,2.827248436,2.942815626,3.136094838,2.843653306,2.859670591,2.847993969,2.718220215,
"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.834198666,3.69705899,4.085153096,4.512051128,4.592429206,4.595133659,5.088975493,5.271853895,5.588716749,5.567153172,5.756451362,5.58106533,5.509729637,5.828548004,5.843523965,5.287216635,5.951396985,
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685788701,1.685549959,1.735551609,1.734027507,2.79637227,2.809763947,1.121473573,3.638564419,5.70614932,4.786967793,3.647823113,4.852551173,4.900146449,8.480556742,8.523164335,8.303843452,
Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.573710373,6.438017517,6.264913623,6.092849481,6.008870677,6.090747719,6.693049299,7.017273214,7.305150183,7.504351078,7.558431802,7.478490969,7.644828253,8.832022704,9.439882338,9.188915094,9.379529946,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.654514063,7.681667501,7.897852552,7.770682322,7.515403634,7.527565859,8.062260783,7.962073797,7.88250532,7.780472843,7.78452395,7.583786249,7.629742797,7.705159501,7.679663898,7.685231381,7.732838124,
Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.219808641,7.338596073,7.614457777,7.680127,7.74172373,8.01474165,8.166274839,8.295202374,8.305398643,8.615479847,8.897021992,8.970608989,8.637761872,9.002606048,9.475453333,9.546692427,9.501111605,
Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.091196664,4.682995839,5.970905393,5.071892496,4.684826302,5.465565311,5.100874869,4.876882671,4.573396076,4.822702948,3.988473389,4.061472883,4.673195125,5.263458691,4.992770971,5.1817892,4.930142261,
Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.806896264,6.953592068,6.890688768,7.176575318,7.440699181,7.603417275,7.806082681,7.857463943,7.988078941,7.994724753,8.181918629,8.198613594,8.229485472,8.566246177,9.460824175,9.235977254,9.26877268,
Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.276307734,8.608745224,9.260583681,9.308101402,9.358866337,9.654581468,9.901884069,9.716429991,9.293315792,9.264257964,8.722900268,7.961071175,8.345509925,8.776470045,9.543028286,8.323658786,8.424390724,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.617834789,4.343181788,4.67251837,4.831119239,4.37611572,4.160329473,3.470965308,3.61480665,3.695626178,3.951805298,4.069512324,3.941743605,3.420304182,3.869909187,4.476812554,4.276641105,3.92091627,
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.254611271,4.148375595,4.117535202,4.492604723,4.196847898,4.68273816,4.622247166,4.538364435,4.447340601,4.289745531,4.363546048,4.513336144,4.420638901,4.182858281,4.624744208,4.3858942,4.485957221,
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.439212847,9.259265279,9.405655652,7.05228353,8.900453728,7.930490911,8.844569752,8.785079098,9.631785243,10.39316536,9.796695155,10.42787313,13.1405645,12.46371777,12.15794158,10.66311045,10.05576304,
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.751618539,3.921544922,3.923151162,4.0520491,4.264690231,4.481143715,5.05676975,4.915264924,5.181126689,5.250859867,5.664763392,6.047322635,6.301962782,6.457583123,6.921244594,7.068029122,7.208035854,
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.761514541,3.465315905,3.694513223,4.437374864,3.668430168,2.510687533,3.611016833,3.565360469,3.230360211,2.756754855,2.378928794,2.253114171,2.133466229,1.923888519,3.819716492,2.628667598,2.659214841,
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.871024507,6.312711337,5.539961279,6.868304781,5.988218652,4.677162704,4.785809997,5.434208606,5.427933279,5.572899514,5.822307091,6.734290734,6.873387927,6.071027225,6.794926135,6.657336208,6.492119912,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.146754253,4.603961024,6.315797944,6.414450903,3.721382722,3.327912518,4.085645448,4.040676483,4.914904673,4.564520676,4.291051857,4.254897985,4.141695549,4.079071858,3.610905203,2.616804626,2.774380561,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.782570456,6.085325323,6.22982461,6.291121072,6.429073857,6.004265861,6.166771149,6.289234837,6.152524126,6.541550264,6.393732146,6.799140499,7.012151984,6.630495963,6.839821696,6.659036269,6.167775449,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6659621,10.71324604,11.4541567,11.44976289,10.40333683,9.869447082,9.326272633,8.622688386,8.227456646,8.303753654,8.051491159,7.995380807,8.2194578,7.400732925,7.080751792,6.224219208,6.280623844,
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.072774127,7.907769764,7.142415158,6.990820544,6.829047322,7.014353997,7.747830552,7.104546601,7.06797329,7.626325672,6.949006942,7.757768239,9.095815964,9.478547244,10.45281138,11.52899163,12.75899267,
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.924269867,6.037027049,5.912762789,6.407262526,5.425869011,3.438143288,8.774627995,8.035593682,10.90424366,10.23530521,11.81575019,18.08161209,16.44911289,19.48166465,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4972787,3.317408863,3.105708978,4.098578541,3.865208364,3.697788895,4.536525883,4.679900139,3.514408298,2.993637124,2.386351662,2.218280918,2.183947247,2.005554584,3.134816192,3.016149408,4.389922285,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.374287359,5.583509363,5.738629492,6.077811988,6.202518377,6.458344655,6.26029317,6.396065023,6.485908332,5.673469064,5.834326171,6.195885695,6.223848744,6.598733248,7.542309584,7.046280786,6.60058692,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.566748963,5.65222071,5.594265041,5.667537688,5.827122497,7.47748018,7.401829863,8.266662775,7.667290422,8.204553918,7.945700788,7.74948001,7.128821926,7.181876296,8.209927415,7.850595323,7.692418268,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.524506725,8.7542477,9.23214362,10.14210746,8.826946079,8.757908541,8.500656429,9.359087826,9.286478731,8.725766784,8.088919701,7.839218334,6.866272025,6.578073461,6.532516909,6.597046671,6.571046523,
Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.798953357,3.15453769,3.372482166,3.184955036,3.199458829,3.714674633,3.831559794,3.849032784,3.525990742,3.645600383,3.69670093,3.953744729,4.136793101,3.629403976,3.681594522,3.57509579,4.066701723,
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.046040703,4.613704048,5.150860205,5.50653364,6.518040333,6.069815632,5.073219276,4.822537145,6.347318488,7.816170715,8.201699083,8.992405948,7.033046863,8.802588778,8.855813443,8.3932333,8.38393837,
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.894567337,2.880780795,2.676396102,2.965652348,3.083985725,3.109928715,3.568818878,3.630338183,4.207096313,3.902061021,3.561144013,3.911620262,3.79362907,3.785589293,4.585693989,4.394734054,3.583226537,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.655586375,6.316947377,6.33424499,6.340315338,6.514761778,7.017799826,5.3690698,5.233855346,6.145034616,6.002626841,7.042042869,6.668384962,6.291640701,7.764456137,7.857880618,6.222532432,8.504781852,
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.238084774,7.840901495,7.029926211,6.201686209,6.048085268,6.292908363,6.392568148,6.283585429,6.218312603,6.279538029,6.341488409,6.560296388,6.983116756,6.739307752,6.848916501,6.474689983,6.809285157,
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.632142506,5.999812506,6.316970216,6.387169387,6.35570684,6.576392933,7.08715542,7.873482832,8.207934337,8.48422364,9.052614525,9.142066952,8.483696237,8.181193314,8.304730013,8.488668578,8.740297048,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85618835,19.09853331,19.82513453,18.37743789,18.05803268,21.89287292,18.66822907,17.4800202,15.78828349,16.6512277,15.97985072,16.73537532,17.17222681,18.81590991,18.91567816,17.13253308,16.5437225,
Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.769381917,3.809353111,3.983123388,4.870020311,5.955597426,5.969008592,4.779436528,5.964800326,5.387485436,5.891309736,5.04605265,3.498582854,4.375494826,4.345316159,5.374434449,6.108106327,5.394559171,
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.619183377,3.523495396,3.524495135,3.570997681,3.443217828,3.718536481,3.801368413,4.171314329,3.890895983,4.166206027,4.500178467,4.866718395,5.183460307,5.260975555,5.687959984,6.209638611,5.890048836,
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.149522216,4.678187207,4.804124869,4.890491032,5.101810305,5.070948255,5.445707117,5.619366973,5.782151607,5.975770524,5.871278677,5.684370914,5.777870422,5.839525599,6.425393877,6.329890637,6.156567969,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10696122,8.588477107,7.742076909,6.94125076,7.543562023,7.814348664,8.468035382,7.868437509,9.510585537,10.35272657,12.10969688,11.85303683,11.92263241,12.82216252,13.28591007,13.64624645,13.41617499,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.053331386,10.26953654,9.453903513,7.689452064,5.887909551,6.652594235,7.112984115,8.065638096,8.332561792,8.485424735,9.153353376,10.62517259,10.88467452,11.41298582,12.48972121,11.67698407,11.37132099,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.016431682,2.942123848,3.140196727,3.092633773,3.350514095,3.232505879,3.27618058,3.336486128,3.862445184,3.961095473,3.929281477,3.75309927,3.320024181,3.578487812,4.21475363,4.350141152,4.350141152,
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.150312909,3.547631573,3.646068717,4.038092436,4.038185108,4.65979646,4.615816298,4.814292801,6.557566631,6.238359714,5.268572122,4.782876095,5.271619048,5.820806572,5.793742125,5.509992458,5.258292784,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.418727115,7.433090059,7.403690523,7.41940076,7.476178888,7.523603442,8.452608187,8.573058327,9.131591109,8.664354065,8.701355781,8.249653317,7.838234237,7.955640103,9.420060689,8.960246192,9.321828341,
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89771262,3.844314819,4.090683356,3.86563515,3.985214589,4.180513303,4.438533096,5.308339331,5.251777416,5.215548039,5.052820896,5.233967964,5.455291948,5.397711159,5.645371104,5.855121937,6.03084968,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.299723284,4.282517778,4.630953922,4.520707951,5.285417725,6.161620919,5.642778942,6.448710886,6.392310099,5.912763803,6.867819347,6.512797952,5.963491714,5.499688344,6.24556508,6.275621776,6.585032223,
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.139687364,2.116172126,1.879401079,1.829336628,1.790481482,2.10945328,2.068410206,2.366196199,2.269150752,2.271946284,2.111962262,2.049999947,1.944070206,2.032759367,2.109328276,1.990509971,1.998487615,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.193729968,6.562790175,6.834335163,6.836774629,6.97096872,6.114016166,6.176872803,6.167463328,6.524028113,6.471824551,7.318710614,7.199287407,6.946320864,6.859875396,6.990926619,5.525699177,5.344560703,
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.314165609,5.418549998,5.499008754,6.610120067,5.872625072,5.404306226,5.326986712,5.565586979,5.443689518,6.027188883,6.150210525,5.760134784,5.102181837,5.612304299,5.492215605,5.058985899,5.43852656,
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.327254382,8.211483792,7.949312903,8.061766134,8.088183887,7.957938559,8.297392854,8.869896435,9.7728367,9.968325516,9.828772884,9.722381233,10.82873154,11.01833564,11.96594765,12.10755172,11.95801141,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.072738414,7.017620713,7.224082894,7.653269898,7.533750314,7.618197762,7.722198773,8.040909569,7.856403692,8.031916927,8.395126083,8.809514848,8.530689664,9.256952238,9.972993094,10.07585788,10.07585788,
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.411397752,8.315273469,6.836716499,7.30045365,6.896270855,6.992713005,6.823641608,7.414557086,7.935634336,7.948355435,7.929530786,8.215499456,9.107053278,9.305061061,10.09863195,9.931650604,10.05275247,
Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.398007391,3.179146906,3.570960567,3.67845232,3.673996275,3.414262186,3.985462157,3.876003716,3.648979451,3.913243366,5.958018287,6.048047011,5.359282956,5.201657847,5.348466654,4.837453321,5.315352437,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.512031144,4.659805475,4.623231094,5.577353794,5.431102819,4.562095083,5.220121274,3.910273982,6.507717102,6.958870443,6.603177926,5.880462098,7.028370205,6.345637837,6.78314547,5.417769458,5.31970046,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.136414559,8.699698304,8.399758751,9.251552141,9.328327526,8.420501174,8.801297688,9.791053621,10.02210148,9.598120049,9.034783173,8.563871715,8.746013887,8.551302895,9.674268468,9.336405863,9.072231154,
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.644586523,3.555492622,3.353593071,3.701124294,3.543591484,3.072759351,3.090314528,3.194176791,3.185650819,2.986438922,2.601738866,2.339538068,2.463753373,2.05809775,2.958353593,2.733567593,2.342413331,
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.274318042,3.359034969,3.353859623,3.613322578,3.726591827,3.02959002,2.848879361,3.01005479,2.868827418,2.856108849,2.782298503,2.764876882,3.005474529,3.329635529,2.882105744,2.794613053,2.509527976,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12617165,13.39252606,13.01495274,11.32217535,12.48938551,10.5731932,10.46362479,10.88692036,10.97149921,11.89787353,10.91887788,10.94794285,11.02815047,11.10895748,10.80984272,11.53705753,10.64762047,
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.720620787,7.182930885,7.120190401,7.086210839,6.854743678,7.763865582,7.72136354,8.029399303,7.60445984,8.086435861,7.483494669,7.000641886,6.729801432,7.302526607,8.12112433,8.703100654,8.179208251,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.502925714,3.650997553,3.40452218,3.809402736,4.094241689,3.983710025,4.53582105,4.534837695,3.877370217,4.334990628,4.021297142,3.534979891,4.18426372,4.564312968,4.225539011,4.104583284,4.275957101,
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.654645337,6.801345524,6.953931318,7.16631927,7.819795665,9.388282818,9.051609094,8.773105509,7.243383257,6.822379916,6.495627959,6.558798465,6.331309896,6.173645542,8.322519795,9.56348215,9.716057233,
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.476227729,4.503182243,4.347664244,4.500776315,4.863504064,4.694289399,4.679268797,4.813926924,4.511189369,4.366929078,4.460484302,4.518199705,5.083640112,5.749133282,5.342040191,4.878024585,4.808735753,
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.449291646,3.541878967,3.619276582,3.198841873,3.231215511,3.209177503,2.998398799,2.791161687,3.247131961,3.190002325,3.494299384,3.450920099,3.888108297,3.863175941,4.170417178,4.146652729,4.073051827,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.475917941,5.87639311,5.605478187,5.905954715,5.734503251,5.521119646,5.859044286,6.336693553,6.242261219,6.203920228,6.213736777,6.200813467,6.333102639,6.886314472,7.212744914,6.977667771,6.736634417,
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.520391981,7.794328257,7.780236273,7.694762925,7.935824118,9.296318871,9.261552111,9.294817126,9.733661064,10.04880703,10.3532985,10.03262495,9.994154237,10.2188779,10.81531136,10.72562071,10.35712146,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.704516913,3.623675206,3.184310661,3.409047991,2.904843523,2.178015655,2.550622838,2.706354376,4.137630446,3.604107055,3.011095861,2.581977321,2.311958227,1.874351548,2.633811442,2.056139291,1.914002035,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.219873709,3.237061714,4.194519621,3.771788331,4.219858327,4.342946642,4.370960112,4.590764468,5.334613803,5.462226319,5.497991726,5.094405755,5.239121091,5.435321547,5.636116418,5.946308238,5.841292212,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.362667609,5.550850039,7.100411691,6.619937217,5.795714805,5.421831049,5.674461457,5.98934562,5.608622621,5.187584963,5.211995596,5.304786334,5.379951276,5.141597365,6.172563562,6.476040454,6.202376122,
